token,surprisal,token_id,model,condition,phenomenon,test_item,original_condition
Ġroyal,4.819375,9,text-davinci-002,grammatical,Anaphora,TS 10,ungrammatical
Ġknights,4.8417826,10,text-davinci-002,grammatical,Anaphora,TS 10,ungrammatical
Ġevidently,12.217225,11,text-davinci-002,grammatical,Anaphora,TS 10,ungrammatical
Ġhurt,10.350467,12,text-davinci-002,grammatical,Anaphora,TS 10,ungrammatical
Ġhimself,1.5636281,13,text-davinci-002,grammatical,Anaphora,TS 10,ungrammatical
Ġwith,2.8361387,14,text-davinci-002,grammatical,Anaphora,TS 10,ungrammatical
Ġthe,2.5871098,15,text-davinci-002,grammatical,Anaphora,TS 10,ungrammatical
Ġsharp,5.6048822,16,text-davinci-002,grammatical,Anaphora,TS 10,ungrammatical
Ġtools,1.3701317,17,text-davinci-002,grammatical,Anaphora,TS 10,ungrammatical
The,3.609791,0,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġgrim,11.539574,1,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
y,3.8330562,2,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġblack,6.31534,3,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
smith,5.4694357,4,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġwho,3.8126554,5,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġworked,4.454931,6,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġfor,3.2449222,7,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġthe,0.8839731,8,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġroyal,4.819375,9,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġknights,4.8417826,10,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġevidently,12.217225,11,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġhurt,10.350468,12,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġthemselves,8.312508,13,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġwith,2.7355723,14,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġthe,2.1633635,15,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġsharp,5.398341,16,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
Ġtools,1.0046091,17,text-davinci-002,ungrammatical,Anaphora,TS 10,ungrammatical
The,3.609791,0,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġancient,9.129019,1,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġmanuscript,7.4092393,2,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġthat,3.3700924,3,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġthe,3.9600558,4,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġgrad,12.957524,5,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġstudent,0.47906068,6,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġwho,5.355093,7,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġthe,8.759842,8,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġnew,6.229083,9,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġcard,8.557408,10,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġcatalog,2.8418546,11,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġhad,4.568083,12,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġconfused,7.260028,13,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġa,5.4172616,14,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġgreat,4.799134,15,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġdeal,0.4090638,16,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġwas,3.2894266,17,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġstudying,8.1766,18,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġin,2.9470425,19,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġthe,0.5365397,20,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġlibrary,0.9298922,21,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġwas,1.1115053,22,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġmissing,5.809488,23,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġa,2.9315317,24,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
Ġpage,1.3348018,25,text-davinci-002,grammatical,Center Embedding,TS 1,grammatical
The,3.609791,0,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġancient,9.129019,1,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġmanuscript,7.4092393,2,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġthat,3.3700924,3,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġthe,3.9600558,4,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġgrad,12.957524,5,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġstudent,0.47906068,6,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġwho,5.355093,7,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġthe,8.759842,8,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġnew,6.229083,9,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġcard,8.557408,10,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġcatalog,2.8418546,11,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġhad,4.568083,12,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġconfused,7.260028,13,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġa,5.4172616,14,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġgreat,4.799134,15,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġdeal,0.4090638,16,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġwas,3.2894266,17,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġmissing,6.3189836,18,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġa,3.2288866,19,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
Ġpage,2.0922954,20,text-davinci-002,ungrammatical,Center Embedding,TS 1,grammatical
The,3.609791,0,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġlull,14.011862,1,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
aby,1.4647448,2,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġthat,3.5698318,3,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġthe,3.5340292,4,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġfamous,6.635183,5,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġcountry,8.401012,6,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġsinger,0.73161966,7,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġwho,8.659437,8,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġthe,7.38451,9,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġrecord,7.018088,10,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġlabel,1.1905569,11,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġhad,3.7061236,12,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġsigned,3.366046,13,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġto,2.3584564,14,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġa,2.7191327,15,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġbig,4.5359774,16,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġcontract,0.8958687,17,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġwas,2.3636527,18,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġsinging,0.38151598,19,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġyesterday,9.181885,20,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġwas,1.8554316,21,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġwritten,4.767923,22,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġseventy,10.930916,23,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġyears,0.36446658,24,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
Ġago,0.054122556,25,text-davinci-002,grammatical,Center Embedding,TS 2,grammatical
The,3.609791,0,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġlull,14.011862,1,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
aby,1.4647448,2,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġthat,3.5698318,3,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġthe,3.5340292,4,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġfamous,6.635183,5,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġcountry,8.401012,6,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġsinger,0.73161966,7,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġwho,8.659437,8,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġthe,7.38451,9,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġrecord,7.018088,10,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġlabel,1.1905569,11,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġhad,3.7061236,12,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġsigned,3.366046,13,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġto,2.3584564,14,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġa,2.7191327,15,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġbig,4.5359774,16,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġcontract,0.8958687,17,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġwas,2.3636527,18,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġwritten,5.955938,19,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġseventy,11.914845,20,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġyears,0.33524114,21,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
Ġago,0.17906342,22,text-davinci-002,ungrammatical,Center Embedding,TS 2,grammatical
The,3.609791,0,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġgame,6.617853,1,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġthat,4.2444296,2,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġthe,5.0554314,3,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġchild,7.5643873,4,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġwho,5.7085714,5,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġthe,7.31308,6,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġlawn,11.261078,7,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
m,2.2727299,8,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
ower,0.013029985,9,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġhad,4.608515,10,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġstartled,11.451244,11,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġin,4.065695,12,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġthe,0.3463661,13,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġyard,4.679968,14,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġwas,1.6797122,15,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġplaying,3.1394417,16,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġin,3.4384875,17,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġthe,0.5388829,18,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġmorning,5.749745,19,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġlasted,8.999347,20,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġfor,2.2061791,21,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
Ġhours,2.3432167,22,text-davinci-002,grammatical,Center Embedding,TS 3,grammatical
The,3.609791,0,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġgame,6.617853,1,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġthat,4.2444296,2,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġthe,5.0554314,3,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġchild,7.5643873,4,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġwho,5.7085714,5,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġthe,7.31308,6,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġlawn,11.261078,7,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
m,2.2727299,8,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
ower,0.013029985,9,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġhad,4.608515,10,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġstartled,11.451244,11,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġin,4.0656953,12,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġthe,0.34636652,13,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġyard,4.679968,14,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġlasted,13.549214,15,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġfor,1.6077888,16,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
Ġhours,3.3211966,17,text-davinci-002,ungrammatical,Center Embedding,TS 3,grammatical
The,3.609791,0,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġcrime,9.70562,1,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġthat,4.617771,2,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġthe,3.7581954,3,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġgang,7.5508547,4,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
ster,3.4194946,5,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġwho,5.0773025,6,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġthe,6.276264,7,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġstory,4.3800144,8,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġhad,8.17591,9,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġprof,9.875869,10,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
iled,0.010437738,11,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġhad,1.4610711,12,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġplanned,5.7671423,13,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġfor,3.5524049,14,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġweeks,4.3810654,15,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġwas,1.3882546,16,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġquickly,6.7439814,17,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
Ġsolved,4.2282705,18,text-davinci-002,grammatical,Center Embedding,TS 4,grammatical
The,3.609791,0,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġcrime,9.70562,1,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġthat,4.617771,2,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġthe,3.7581954,3,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġgang,7.5508547,4,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
ster,3.4194946,5,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġwho,5.0773025,6,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġthe,6.276264,7,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġstory,4.3800144,8,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġhad,8.17591,9,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġprof,9.875867,10,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
iled,0.010437738,11,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġwas,1.8448883,12,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġquickly,9.872931,13,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
Ġsolved,3.4794564,14,text-davinci-002,ungrammatical,Center Embedding,TS 4,grammatical
The,3.609791,0,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġpicture,7.701301,1,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġthat,3.3830462,2,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġthe,3.7509058,3,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġartist,4.111503,4,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġwho,5.7155743,5,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġthe,7.6374493,6,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġschool,7.0023127,7,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġhad,3.0983722,8,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġexpelled,13.6391535,9,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġfor,2.135298,10,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġcheating,6.945523,11,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġwas,2.559809,12,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġhurried,11.326589,13,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
ly,0.15334857,14,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġcopying,5.832318,15,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġwas,1.4832267,16,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġprinted,8.309569,17,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġin,0.7221193,18,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġa,1.6177495,19,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
Ġmagazine,2.2978237,20,text-davinci-002,grammatical,Center Embedding,TS 5,grammatical
The,3.609791,0,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġpicture,7.701301,1,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġthat,3.3830462,2,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġthe,3.7509058,3,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġartist,4.111503,4,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġwho,5.7155743,5,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġthe,7.6374493,6,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġschool,7.0023127,7,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġhad,3.0983722,8,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġexpelled,13.6391535,9,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġfor,2.135298,10,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġcheating,6.945523,11,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġwas,2.559809,12,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġhurried,11.326589,13,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
ly,0.15334857,14,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġcopying,5.832318,15,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġwas,1.4832267,16,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġprinted,8.309569,17,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġin,0.7221193,18,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġa,1.6177495,19,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
Ġmagazine,2.2978237,20,text-davinci-002,ungrammatical,Center Embedding,TS 5,grammatical
The,3.609791,0,text-davinci-002,grammatical,Center Embedding,TS 6,ungrammatical
Ġtrophy,11.958954,1,text-davinci-002,grammatical,Center Embedding,TS 6,ungrammatical
Ġthat,4.538292,2,text-davinci-002,grammatical,Center Embedding,TS 6,ungrammatical
Ġthe,2.782425,3,text-davinci-002,grammatical,Center Embedding,TS 6,ungrammatical
Ġathlete,9.220766,4,text-davinci-002,grammatical,Center Embedding,TS 6,ungrammatical
Ġwho,2.6057196,5,text-davinci-002,grammatical,Center Embedding,TS 6,ungrammatical
Ġthe,8.443309,6,text-davinci-002,grammatical,Center Embedding,TS 6,ungrammatical
Ġrestaurant,10.58889,7,text-davinci-002,grammatical,Center Embedding,TS 6,ungrammatical
Ġhad,6.380625,8,text-davinci-002,grammatical,Center Embedding,TS 6,ungrammatical
Ġhired,6.03682,9,text-davinci-002,grammatical,Center Embedding,TS 6,ungrammatical
Ġas,2.4447432,10,text-davinci-002,grammatical,Center Embedding,TS 6,ungrammatical
